day,npm_browser_logs,npm_browser_rum,npm_dd_trace
2019-12-11,0.0,0.0,33747.0
2019-12-12,0.0,0.0,32955.0
2019-12-13,0.0,0.0,25782.0
2019-12-14,0.0,0.0,4194.0
2019-12-15,0.0,0.0,3317.0
2019-12-16,0.0,0.0,31522.0
2019-12-17,19.0,19.0,33585.0
2019-12-18,8.0,6.0,31388.0
2019-12-19,84.0,49.0,30605.0
2019-12-20,55.0,51.0,24816.0
2019-12-21,5.0,5.0,3525.0
2019-12-22,3.0,3.0,2539.0
2019-12-23,33.0,31.0,15230.0
2019-12-24,18.0,16.0,8312.0
2019-12-25,3.0,3.0,3668.0
2019-12-26,11.0,6.0,9561.0
2019-12-27,10.0,7.0,11191.0
2019-12-28,0.0,0.0,2821.0
2019-12-29,0.0,0.0,2948.0
2019-12-30,2.0,2.0,13062.0
2019-12-31,0.0,0.0,9000.0
2020-01-01,4.0,4.0,3243.0
2020-01-02,4.0,6.0,19985.0
2020-01-03,0.0,4.0,18468.0
2020-01-04,3.0,0.0,2942.0
2020-01-05,2.0,2.0,3864.0
2020-01-06,40.0,27.0,24830.0
2020-01-07,43.0,23.0,31874.0
2020-01-08,66.0,44.0,30284.0
2020-01-09,47.0,116.0,32669.0
2020-01-10,114.0,160.0,27904.0
2020-01-11,13.0,30.0,4467.0
2020-01-12,11.0,7.0,3536.0
2020-01-13,127.0,164.0,28809.0
2020-01-14,142.0,200.0,35120.0
2020-01-15,149.0,221.0,32231.0
2020-01-16,180.0,183.0,32745.0
2020-01-17,202.0,191.0,30885.0
2020-01-18,43.0,37.0,3878.0
2020-01-19,41.0,25.0,3976.0
2020-01-20,324.0,120.0,22721.0
2020-01-21,546.0,261.0,32051.0
2020-01-22,382.0,238.0,33167.0
2020-01-23,493.0,368.0,35169.0
2020-01-24,407.0,410.0,32436.0
2020-01-25,149.0,83.0,4179.0
2020-01-26,75.0,110.0,3632.0
2020-01-27,588.0,844.0,34526.0
2020-01-28,1727.0,795.0,39520.0
2020-01-29,849.0,752.0,39182.0
2020-01-30,851.0,782.0,39585.0
2020-01-31,968.0,659.0,31007.0
2020-02-01,207.0,108.0,4654.0
2020-02-02,124.0,93.0,3763.0
2020-02-03,1271.0,956.0,32521.0
2020-02-04,1446.0,953.0,37442.0
2020-02-05,1173.0,1189.0,40979.0
2020-02-06,1376.0,1546.0,40096.0
2020-02-07,1415.0,1343.0,35455.0
2020-02-08,126.0,251.0,5564.0
2020-02-09,102.0,247.0,4448.0
2020-02-10,1716.0,1234.0,34676.0
2020-02-11,1363.0,1518.0,40597.0
2020-02-12,1656.0,1421.0,43781.0
2020-02-13,2235.0,1627.0,42045.0
2020-02-14,1306.0,1362.0,32363.0
2020-02-15,130.0,441.0,5078.0
2020-02-16,112.0,375.0,4407.0
2020-02-17,1187.0,1557.0,27659.0
2020-02-18,1780.0,1820.0,39356.0
2020-02-19,1576.0,1698.0,40546.0
2020-02-20,1507.0,1594.0,39841.0
2020-02-21,1549.0,1508.0,36309.0
2020-02-22,107.0,248.0,6028.0
2020-02-23,125.0,225.0,3945.0
2020-02-24,1561.0,1848.0,35345.0
2020-02-25,1708.0,1997.0,41016.0
2020-02-26,1982.0,2135.0,39268.0
2020-02-27,1691.0,2200.0,37432.0
2020-02-28,1749.0,1967.0,33966.0
2020-02-29,227.0,460.0,5490.0
2020-03-01,155.0,369.0,4823.0
2020-03-02,2273.0,2466.0,35620.0
2020-03-03,1952.0,2725.0,39100.0
2020-03-04,2294.0,2559.0,37038.0
2020-03-05,2380.0,2750.0,38214.0
2020-03-06,1803.0,2587.0,34575.0
2020-03-07,209.0,236.0,5295.0
2020-03-08,91.0,183.0,4448.0
2020-03-09,2754.0,2376.0,36981.0
2020-03-10,2910.0,2961.0,40587.0
2020-03-11,2419.0,2420.0,40872.0
2020-03-12,2330.0,2946.0,38512.0
2020-03-13,2307.0,2848.0,33818.0
2020-03-14,210.0,625.0,5912.0
2020-03-15,222.0,282.0,5510.0
2020-03-16,2350.0,2959.0,36568.0
2020-03-17,2757.0,3095.0,39353.0
2020-03-18,2927.0,3186.0,40906.0
2020-03-19,2359.0,3609.0,40389.0
2020-03-20,1712.0,3514.0,34766.0
2020-03-21,242.0,818.0,6836.0
2020-03-22,278.0,714.0,7730.0
2020-03-23,2264.0,3814.0,41595.0
2020-03-24,2504.0,4829.0,42825.0
2020-03-25,2430.0,4537.0,41497.0
2020-03-26,2357.0,4651.0,42430.0
2020-03-27,2184.0,4479.0,38480.0
2020-03-28,774.0,952.0,6254.0
2020-03-29,210.0,896.0,6806.0
2020-03-30,3149.0,4237.0,42654.0
2020-03-31,3781.0,5007.0,46246.0
2020-04-01,3388.0,4836.0,46773.0
2020-04-02,3172.0,4560.0,44864.0
2020-04-03,2919.0,4754.0,40141.0
2020-04-04,306.0,1079.0,5868.0
2020-04-05,234.0,775.0,6706.0
2020-04-06,3624.0,4265.0,39889.0
2020-04-07,3887.0,5567.0,47232.0
2020-04-08,3477.0,5108.0,46727.0
2020-04-09,3823.0,4864.0,46927.0
2020-04-10,2611.0,4085.0,30930.0
2020-04-11,336.0,967.0,6833.0
2020-04-12,304.0,777.0,5202.0
2020-04-13,3196.0,3496.0,35658.0
2020-04-14,5206.0,5772.0,45839.0
2020-04-15,3196.0,3888.0,34159.0
2020-04-16,3992.0,5584.0,45761.0
2020-04-17,2911.0,4592.0,43226.0
2020-04-18,259.0,793.0,6938.0
2020-04-19,331.0,548.0,6602.0
2020-04-20,4220.0,5167.0,49261.0
2020-04-21,4301.0,5251.0,48028.0
2020-04-22,4380.0,5708.0,48791.0
2020-04-23,3774.0,5085.0,45896.0
2020-04-24,3664.0,5027.0,40698.0
2020-04-25,371.0,722.0,6786.0
2020-04-26,409.0,636.0,7552.0
2020-04-27,3972.0,5269.0,44202.0
2020-04-28,4428.0,5944.0,47784.0
2020-04-29,3650.0,5801.0,45620.0
2020-04-30,4749.0,6502.0,46682.0
2020-05-01,3286.0,4375.0,31344.0
2020-05-02,478.0,855.0,5570.0
2020-05-03,388.0,656.0,5442.0
2020-05-04,4045.0,6027.0,41741.0
2020-05-05,4031.0,5702.0,44741.0
2020-05-06,4304.0,6494.0,46035.0
2020-05-07,4739.0,6169.0,46298.0
2020-05-08,3212.0,4882.0,36452.0
2020-05-09,524.0,1243.0,7984.0
2020-05-10,612.0,699.0,6913.0
2020-05-11,4599.0,5096.0,46899.0
2020-05-12,4860.0,6709.0,48333.0
2020-05-13,5090.0,7189.0,48457.0
2020-05-14,4884.0,6975.0,47485.0
2020-05-15,4216.0,6455.0,39814.0
2020-05-16,637.0,1479.0,7339.0
2020-05-17,497.0,898.0,7200.0
2020-05-18,4442.0,5701.0,40136.0
2020-05-19,5343.0,6089.0,46751.0
2020-05-20,4903.0,6893.0,46629.0
2020-05-21,4367.0,6117.0,42670.0
2020-05-22,4059.0,6141.0,34181.0
2020-05-23,613.0,792.0,6545.0
2020-05-24,511.0,673.0,6389.0
2020-05-25,4487.0,4393.0,29450.0
2020-05-26,5662.0,6231.0,45107.0
2020-05-27,6184.0,7016.0,46931.0
2020-05-28,5877.0,6909.0,49618.0
2020-05-29,4858.0,6467.0,43517.0
2020-05-30,777.0,975.0,7798.0
2020-05-31,512.0,668.0,6656.0
2020-06-01,4571.0,5709.0,39505.0
2020-06-02,6687.0,7139.0,46147.0
2020-06-03,6347.0,6767.0,47959.0
2020-06-04,5724.0,6606.0,49348.0
2020-06-05,5801.0,6963.0,41459.0
2020-06-06,641.0,738.0,6943.0
2020-06-07,508.0,691.0,6991.0
2020-06-08,6453.0,6535.0,43364.0
2020-06-09,6623.0,7862.0,52905.0
2020-06-10,6303.0,7976.0,51600.0
2020-06-11,6177.0,8570.0,50796.0
2020-06-12,5779.0,7890.0,42103.0
2020-06-13,459.0,838.0,6894.0
2020-06-14,561.0,799.0,7153.0
2020-06-15,7258.0,7780.0,48437.0
2020-06-16,6370.0,8969.0,56708.0
2020-06-17,6448.0,9115.0,54876.0
2020-06-18,6130.0,8642.0,56507.0
2020-06-19,4893.0,6153.0,42025.0
2020-06-20,520.0,590.0,6370.0
2020-06-21,478.0,652.0,6142.0
2020-06-22,0.0,0.0,0.0
2020-06-23,7488.0,11223.0,56485.0
2020-06-24,7749.0,12092.0,58962.0
2020-06-25,7003.0,10743.0,59118.0
2020-06-26,5952.0,9564.0,44574.0
2020-06-27,714.0,1069.0,7783.0
2020-06-28,642.0,937.0,6897.0
2020-06-29,6280.0,9619.0,46168.0
2020-06-30,8191.0,11649.0,52092.0
2020-07-01,8053.0,10819.0,47046.0
2020-07-02,8185.0,11851.0,48826.0
2020-07-03,4355.0,6394.0,29577.0
2020-07-04,480.0,863.0,6301.0
2020-07-05,760.0,704.0,6452.0
2020-07-06,6938.0,10087.0,50198.0
2020-07-07,8685.0,12361.0,96571.0
2020-07-08,7840.0,12253.0,83344.0
2020-07-09,6534.0,10918.0,57137.0
2020-07-10,5533.0,9271.0,47016.0
2020-07-11,755.0,1120.0,9796.0
2020-07-12,671.0,1057.0,7750.0
2020-07-13,6911.0,10094.0,48515.0
2020-07-14,7067.0,11866.0,56258.0
2020-07-15,6387.0,11161.0,56912.0
2020-07-16,6941.0,12673.0,58377.0
2020-07-17,5870.0,11581.0,55112.0
2020-07-18,847.0,1155.0,30144.0
2020-07-19,1088.0,1277.0,28026.0
2020-07-20,6870.0,10625.0,70918.0
2020-07-21,7931.0,12785.0,75298.0
2020-07-22,7369.0,13042.0,71585.0
2020-07-23,8061.0,13035.0,74063.0
2020-07-24,8159.0,11308.0,67324.0
2020-07-25,1852.0,1299.0,26356.0
2020-07-26,1551.0,1199.0,26550.0
2020-07-27,9891.0,13770.0,66923.0
2020-07-28,9559.0,12813.0,79856.0
2020-07-29,10414.0,13829.0,87378.0
2020-07-30,9173.0,12485.0,72852.0
2020-07-31,8289.0,10362.0,68686.0
2020-08-01,1563.0,1162.0,27590.0
2020-08-02,1269.0,1155.0,26577.0
2020-08-03,8832.0,11333.0,72230.0
2020-08-04,9196.0,13188.0,78183.0
2020-08-05,8926.0,13414.0,80645.0
2020-08-06,9623.0,14821.0,107575.0
2020-08-07,8889.0,14436.0,89407.0
2020-08-08,1680.0,1763.0,33446.0
2020-08-09,1507.0,1050.0,32269.0
2020-08-10,8936.0,15035.0,93006.0
2020-08-11,9481.0,16672.0,99583.0
2020-08-12,9498.0,17996.0,103850.0
2020-08-13,9936.0,16720.0,100020.0
2020-08-14,8164.0,13322.0,89920.0
2020-08-15,1810.0,1555.0,35938.0
2020-08-16,1527.0,1257.0,33263.0
2020-08-17,10445.0,13408.0,92663.0
2020-08-18,9647.0,17315.0,101847.0
2020-08-19,14064.0,16032.0,104967.0
2020-08-20,10775.0,16603.0,101314.0
2020-08-21,9096.0,15127.0,95624.0
2020-08-22,1714.0,2107.0,37948.0
2020-08-23,1609.0,1446.0,37857.0
2020-08-24,10202.0,16372.0,100484.0
2020-08-25,11326.0,17825.0,105533.0
2020-08-26,10890.0,17639.0,113415.0
2020-08-27,10670.0,17605.0,104817.0
2020-08-28,9459.0,17042.0,102900.0
2020-08-29,1049.0,2368.0,36527.0
2020-08-30,974.0,1372.0,30028.0
2020-08-31,8672.0,14387.0,103557.0
2020-09-01,11167.0,18865.0,111766.0
2020-09-02,10053.0,17149.0,98518.0
2020-09-03,10225.0,18064.0,97150.0
2020-09-04,8889.0,14858.0,85434.0
2020-09-05,1054.0,1510.0,23374.0
2020-09-06,1021.0,1341.0,20107.0
2020-09-07,7193.0,8432.0,48974.0
2020-09-08,9020.0,11412.0,57350.0
2020-09-09,11177.0,19891.0,100232.0
2020-09-10,10968.0,21046.0,108285.0
2020-09-11,9941.0,16505.0,96919.0
2020-09-12,1139.0,1892.0,38020.0
2020-09-13,1242.0,1622.0,35486.0
2020-09-14,9909.0,16462.0,100086.0
2020-09-15,10963.0,19017.0,117768.0
2020-09-16,12488.0,19280.0,117306.0
2020-09-17,12971.0,20855.0,111799.0
2020-09-18,10945.0,18351.0,103336.0
2020-09-19,1194.0,2250.0,37203.0
2020-09-20,1020.0,1530.0,34870.0
2020-09-21,10755.0,18270.0,111097.0
2020-09-22,11494.0,20304.0,111788.0
2020-09-23,12755.0,21289.0,113082.0
2020-09-24,14593.0,20685.0,95638.0
2020-09-25,10994.0,20201.0,83236.0
2020-09-26,1227.0,3984.0,15811.0
2020-09-27,1052.0,1708.0,15165.0
2020-09-28,11655.0,20164.0,90542.0
2020-09-29,13884.0,21291.0,102994.0
2020-09-30,14010.0,21572.0,98182.0
2020-10-01,13071.0,19557.0,86388.0
2020-10-02,11137.0,18538.0,75270.0
2020-10-03,1600.0,2984.0,15025.0
2020-10-04,1020.0,1993.0,13003.0
2020-10-05,12898.0,21197.0,80459.0
2020-10-06,15033.0,24249.0,95531.0
2020-10-07,13617.0,25261.0,100517.0
2020-10-08,13888.0,23533.0,102385.0
2020-10-09,12158.0,18973.0,83940.0
2020-10-10,1725.0,2894.0,20306.0
2020-10-11,1539.0,2534.0,15148.0
2020-10-12,11684.0,18488.0,82870.0
2020-10-13,13137.0,20441.0,98765.0
2020-10-14,15181.0,21554.0,99102.0
2020-10-15,15431.0,21736.0,101216.0
2020-10-16,13175.0,19550.0,91257.0
2020-10-17,2066.0,3134.0,18130.0
2020-10-18,2112.0,3182.0,16090.0
2020-10-19,13894.0,22902.0,97927.0
2020-10-20,14908.0,25780.0,102422.0
2020-10-21,14547.0,26044.0,97182.0
2020-10-22,14189.0,24766.0,104712.0
2020-10-23,11507.0,21204.0,110901.0
2020-10-24,1758.0,3345.0,36060.0
2020-10-25,1403.0,3269.0,32614.0
2020-10-26,12147.0,22428.0,116311.0
2020-10-27,13945.0,24389.0,116558.0
2020-10-28,13382.0,26868.0,119263.0
2020-10-29,12708.0,24175.0,121907.0
2020-10-30,11317.0,22243.0,92584.0
2020-10-31,1417.0,2880.0,12136.0
2020-11-01,1358.0,2288.0,9984.0
2020-11-02,13068.0,19560.0,81647.0
2020-11-03,13804.0,20546.0,91097.0
2020-11-04,12458.0,21085.0,89430.0
2020-11-05,13418.0,21913.0,90254.0
2020-11-06,11061.0,22100.0,79745.0
2020-11-07,1278.0,3017.0,14597.0
2020-11-08,1311.0,2111.0,10759.0
2020-11-09,11879.0,21189.0,88793.0
2020-11-10,13342.0,24406.0,100535.0
2020-11-11,11965.0,24084.0,74048.0
2020-11-12,14256.0,24066.0,88187.0
2020-11-13,11492.0,22376.0,87699.0
2020-11-14,1460.0,2880.0,16369.0
2020-11-15,1466.0,2284.0,10033.0
2020-11-16,13052.0,22123.0,90203.0
2020-11-17,14255.0,24725.0,103427.0
2020-11-18,13868.0,24366.0,99564.0
2020-11-19,14221.0,24095.0,102265.0
2020-11-20,12644.0,21879.0,91520.0
2020-11-21,2109.0,3088.0,16323.0
2020-11-22,1389.0,2450.0,13322.0
2020-11-23,11988.0,20655.0,84924.0
2020-11-24,14144.0,24286.0,102883.0
2020-11-25,13013.0,21249.0,83681.0
2020-11-26,9021.0,14456.0,51796.0
2020-11-27,7567.0,12201.0,40444.0
2020-11-28,945.0,1588.0,7279.0
2020-11-29,1377.0,2009.0,8967.0
2020-11-30,11902.0,22208.0,92484.0
2020-12-01,13101.0,22179.0,100985.0
2020-12-02,13361.0,24073.0,106798.0
2020-12-03,12336.0,23375.0,104774.0
2020-12-04,10896.0,22434.0,93936.0
2020-12-05,1464.0,3728.0,19261.0
2020-12-06,1314.0,2963.0,12452.0
2020-12-07,12141.0,23330.0,98869.0
2020-12-08,12022.0,24108.0,112586.0
2020-12-09,12059.0,24477.0,113557.0
2020-12-10,12698.0,25000.0,117085.0
2020-12-11,10534.0,22085.0,98130.0
2020-12-12,1326.0,3780.0,16774.0
2020-12-13,1238.0,2451.0,16512.0
2020-12-14,12003.0,22501.0,93926.0
2020-12-15,12232.0,24205.0,104898.0
2020-12-16,11249.0,25798.0,116970.0
2020-12-17,11748.0,25543.0,109514.0
2020-12-18,10988.0,21160.0,90158.0
2020-12-19,1584.0,3699.0,15780.0
2020-12-20,1319.0,2604.0,11628.0
2020-12-21,8788.0,15554.0,82145.0
2020-12-22,8777.0,17526.0,90293.0
2020-12-23,8255.0,15068.0,71544.0
2020-12-24,4803.0,7906.0,40202.0
2020-12-25,1980.0,3421.0,18282.0
2020-12-26,525.0,1305.0,5647.0
2020-12-27,730.0,1520.0,9772.0
2020-12-28,4793.0,8997.0,41802.0
2020-12-29,5048.0,9556.0,48305.0
2020-12-30,4501.0,8511.0,43342.0
2020-12-31,2702.0,5537.0,26825.0
2021-01-01,971.0,2204.0,7183.0
2021-01-02,705.0,1349.0,6710.0
2021-01-03,1511.0,2270.0,9760.0
2021-01-04,8824.0,17208.0,73162.0
2021-01-05,9832.0,22577.0,105939.0
2021-01-06,9480.0,20279.0,97335.0
2021-01-07,10454.0,20394.0,105085.0
2021-01-08,9635.0,18588.0,97161.0
2021-01-09,1436.0,2925.0,15119.0
2021-01-10,1312.0,2794.0,12053.0
2021-01-11,10474.0,20336.0,90594.0
2021-01-12,13625.0,24603.0,127974.0
2021-01-13,12331.0,23146.0,119477.0
2021-01-14,13640.0,24214.0,121037.0
2021-01-15,11405.0,21044.0,100737.0
2021-01-16,1424.0,3157.0,15066.0
2021-01-17,1304.0,2293.0,14829.0
2021-01-18,11494.0,15695.0,68741.0
2021-01-19,12475.0,22669.0,110261.0
2021-01-20,13740.0,26041.0,123078.0
2021-01-21,15274.0,28493.0,118099.0
2021-01-22,9509.0,14863.0,65656.0
2021-01-23,1606.0,2875.0,19614.0
2021-01-24,1718.0,2671.0,16208.0
2021-01-25,14242.0,25015.0,108827.0
2021-01-26,15250.0,26807.0,122547.0
2021-01-27,16735.0,26612.0,131651.0
2021-01-28,17530.0,25468.0,126639.0
2021-01-29,14032.0,23167.0,112630.0
2021-01-30,1637.0,3051.0,24957.0
2021-01-31,1546.0,2835.0,19719.0
2021-02-01,16073.0,23879.0,116001.0
2021-02-02,17212.0,28032.0,128226.0
2021-02-03,17860.0,30669.0,133920.0
2021-02-04,18757.0,30282.0,133113.0
2021-02-05,18761.0,29022.0,120171.0
2021-02-06,2299.0,3897.0,17695.0
2021-02-07,1995.0,3126.0,17740.0
2021-02-08,17046.0,27458.0,119655.0
2021-02-09,23743.0,30556.0,139734.0
2021-02-10,22220.0,29985.0,138148.0
2021-02-11,18328.0,29017.0,123143.0
2021-02-12,17305.0,23424.0,113582.0
2021-02-13,2043.0,3614.0,20750.0
2021-02-14,2054.0,3466.0,17027.0
2021-02-15,14332.0,21263.0,82740.0
2021-02-16,21344.0,26020.0,133506.0
2021-02-17,21152.0,30155.0,135752.0
2021-02-18,19325.0,28783.0,143381.0
2021-02-19,18263.0,27757.0,127819.0
2021-02-20,2054.0,3442.0,21683.0
2021-02-21,2042.0,3380.0,14013.0
2021-02-22,21122.0,29655.0,119668.0
2021-02-23,23050.0,33247.0,131168.0
2021-02-24,26236.0,32859.0,144016.0
2021-02-25,25888.0,31649.0,138313.0
2021-02-26,21632.0,26784.0,118945.0
2021-02-27,3049.0,3567.0,23716.0
2021-02-28,2961.0,3508.0,16564.0
2021-03-01,24689.0,30406.0,126964.0
2021-03-02,30877.0,37615.0,143158.0
2021-03-03,26634.0,34268.0,150076.0
2021-03-04,29776.0,34630.0,159012.0
2021-03-05,23540.0,29893.0,132306.0
2021-03-06,3050.0,4131.0,35554.0
2021-03-07,2452.0,3444.0,32018.0
2021-03-08,26837.0,32566.0,144561.0
2021-03-09,30981.0,36470.0,157150.0
2021-03-10,33608.0,38116.0,151711.0
2021-03-11,26778.0,34749.0,136094.0
2021-03-12,21130.0,29316.0,121949.0
2021-03-13,3011.0,4578.0,23167.0
2021-03-14,3298.0,3650.0,15457.0
2021-03-15,26731.0,32924.0,133161.0
2021-03-16,25289.0,35079.0,146879.0
2021-03-17,25214.0,38073.0,134071.0
2021-03-18,29587.0,39434.0,140764.0
2021-03-19,21924.0,32780.0,116433.0
2021-03-20,2204.0,3352.0,18171.0
2021-03-21,2590.0,3515.0,16290.0
2021-03-22,24923.0,34643.0,133148.0
2021-03-23,29348.0,36898.0,141956.0
2021-03-24,29419.0,37851.0,144467.0
2021-03-25,28160.0,37946.0,151417.0
2021-03-26,21064.0,30364.0,121859.0
2021-03-27,2255.0,4208.0,17743.0
2021-03-28,2234.0,2762.0,17591.0
2021-03-29,25901.0,34034.0,130352.0
2021-03-30,30024.0,40152.0,143993.0
2021-03-31,31407.0,43561.0,150149.0
2021-04-01,22486.0,31639.0,134576.0
2021-04-02,16464.0,30577.0,90232.0
2021-04-03,1945.0,13915.0,15844.0
2021-04-04,1931.0,2784.0,12886.0
2021-04-05,18555.0,23812.0,88292.0
2021-04-06,27937.0,38355.0,137886.0
2021-04-07,31999.0,43311.0,139112.0
2021-04-08,27889.0,40899.0,140099.0
2021-04-09,33779.0,47526.0,118311.0
2021-04-10,2671.0,4017.0,16016.0
2021-04-11,2336.0,3140.0,12870.0
2021-04-12,32323.0,46641.0,132915.0
2021-04-13,36801.0,49362.0,136586.0
2021-04-14,34121.0,46368.0,136158.0
2021-04-15,33242.0,43754.0,140675.0
2021-04-16,23200.0,34687.0,117696.0
2021-04-17,1941.0,3810.0,16768.0
2021-04-18,2329.0,3494.0,15340.0
2021-04-19,24142.0,35325.0,127978.0
2021-04-20,33853.0,45936.0,132740.0
2021-04-21,29963.0,42463.0,132328.0
2021-04-22,36553.0,50527.0,139988.0
2021-04-23,37392.0,49966.0,112424.0
2021-04-24,4018.0,5011.0,17630.0
2021-04-25,2547.0,3959.0,20546.0
2021-04-26,33982.0,41201.0,124321.0
2021-04-27,37038.0,48461.0,132472.0
2021-04-28,26351.0,43400.0,139930.0
2021-04-29,27213.0,39555.0,122834.0
2021-04-30,21618.0,32880.0,108144.0
2021-05-01,2938.0,3334.0,17633.0
2021-05-02,2397.0,3485.0,15263.0
2021-05-03,21033.0,29122.0,102719.0
2021-05-04,24393.0,41575.0,121453.0
2021-05-05,26189.0,40167.0,133623.0
2021-05-06,28877.0,39926.0,138851.0
2021-05-07,24239.0,34777.0,125698.0
2021-05-08,2791.0,3193.0,20097.0
2021-05-09,2581.0,3104.0,15525.0
2021-05-10,29092.0,34903.0,138055.0
2021-05-11,30482.0,36255.0,149773.0
2021-05-12,28339.0,38633.0,145427.0
2021-05-13,21937.0,33052.0,122372.0
2021-05-14,19484.0,29647.0,106633.0
2021-05-15,2650.0,3109.0,14850.0
2021-05-16,2373.0,3068.0,12617.0
2021-05-17,26812.0,36613.0,125888.0
2021-05-18,25661.0,38933.0,150500.0
2021-05-19,26832.0,39411.0,149853.0
2021-05-20,25038.0,40199.0,157174.0
2021-05-21,22038.0,32391.0,119311.0
2021-05-22,2776.0,3130.0,20949.0
2021-05-23,3079.0,3129.0,13569.0
2021-05-24,23329.0,33934.0,117449.0
2021-05-25,29253.0,40849.0,163434.0
2021-05-26,25768.0,40183.0,160045.0
2021-05-27,26204.0,40525.0,148742.0
2021-05-28,22018.0,31694.0,109151.0
2021-05-29,3482.0,2950.0,14661.0
2021-05-30,2768.0,3033.0,13775.0
2021-05-31,15364.0,20499.0,83740.0
2021-06-01,26568.0,35316.0,142036.0
2021-06-02,25237.0,38266.0,147038.0
2021-06-03,26225.0,39018.0,142194.0
2021-06-04,23764.0,34147.0,129312.0
2021-06-05,3173.0,3451.0,17803.0
2021-06-06,2865.0,3099.0,15323.0
2021-06-07,28038.0,38963.0,141547.0
2021-06-08,28896.0,41112.0,157216.0
2021-06-09,26607.0,41508.0,163771.0
2021-06-10,29094.0,42499.0,159144.0
2021-06-11,22707.0,36389.0,139834.0
2021-06-12,3146.0,3024.0,16718.0
2021-06-13,3112.0,2696.0,13208.0
2021-06-14,25157.0,38231.0,135452.0
2021-06-15,28465.0,42372.0,156760.0
2021-06-16,29521.0,40282.0,149114.0
2021-06-17,28036.0,40221.0,153812.0
2021-06-18,25968.0,31415.0,103302.0
2021-06-19,4609.0,3595.0,11751.0
2021-06-20,4283.0,3969.0,14118.0
2021-06-21,27996.0,37212.0,130064.0
2021-06-22,29638.0,44725.0,152459.0
2021-06-23,28778.0,44279.0,150193.0
2021-06-24,27997.0,43753.0,149770.0
2021-06-25,22833.0,34704.0,126716.0
2021-06-26,2724.0,3478.0,17726.0
2021-06-27,3287.0,3695.0,14042.0
2021-06-28,24485.0,42107.0,141941.0
2021-06-29,26821.0,48133.0,153972.0
2021-06-30,25370.0,43832.0,150432.0
2021-07-01,23545.0,41986.0,139578.0
2021-07-02,20846.0,33088.0,109224.0
2021-07-03,2139.0,2665.0,15459.0
2021-07-04,2404.0,3031.0,16014.0
2021-07-05,17123.0,24464.0,88221.0
2021-07-06,26732.0,40366.0,136785.0
2021-07-07,25679.0,45313.0,142142.0
2021-07-08,25440.0,44913.0,142817.0
2021-07-09,21311.0,37136.0,119902.0
2021-07-10,2337.0,3362.0,15676.0
2021-07-11,2758.0,3233.0,16930.0
2021-07-12,24376.0,40910.0,146120.0
2021-07-13,27733.0,44301.0,159927.0
2021-07-14,26187.0,42159.0,158937.0
2021-07-15,26535.0,42758.0,170212.0
2021-07-16,22807.0,36186.0,176310.0
2021-07-17,2359.0,3736.0,22418.0
2021-07-18,2711.0,3937.0,19802.0
2021-07-19,24406.0,40966.0,191801.0
2021-07-20,24729.0,41876.0,195607.0
2021-07-21,25853.0,45914.0,198919.0
2021-07-22,27787.0,42485.0,193023.0
2021-07-23,20830.0,36694.0,153302.0
2021-07-24,3516.0,4719.0,24430.0
2021-07-25,2681.0,3814.0,20953.0
2021-07-26,24910.0,44565.0,174010.0
2021-07-27,26830.0,45121.0,204490.0
2021-07-28,27147.0,45260.0,231152.0
2021-07-29,30090.0,48559.0,222406.0
2021-07-30,25151.0,41460.0,198167.0
2021-07-31,3649.0,5862.0,50625.0
2021-08-01,4163.0,5390.0,48888.0
2021-08-02,23969.0,42520.0,183854.0
2021-08-03,25930.0,45407.0,227396.0
2021-08-04,28037.0,45479.0,225269.0
2021-08-05,26849.0,44638.0,226849.0
2021-08-06,21074.0,36496.0,201815.0
2021-08-07,2979.0,4131.0,50187.0
2021-08-08,3119.0,4101.0,45091.0
2021-08-09,26421.0,41756.0,212161.0
2021-08-10,27409.0,46058.0,228557.0
2021-08-11,28163.0,49500.0,234569.0
2021-08-12,28649.0,46426.0,228399.0
2021-08-13,20781.0,40309.0,209249.0
2021-08-14,2925.0,4645.0,48036.0
2021-08-15,3841.0,4871.0,43512.0
2021-08-16,25443.0,45618.0,215904.0
2021-08-17,27055.0,50038.0,239198.0
2021-08-18,26298.0,50472.0,236098.0
2021-08-19,27938.0,49541.0,240344.0
2021-08-20,21754.0,41981.0,203615.0
2021-08-21,3162.0,4108.0,44014.0
2021-08-22,3310.0,3526.0,41202.0
2021-08-23,27113.0,45666.0,214016.0
2021-08-24,30356.0,48073.0,232758.0
2021-08-25,30812.0,51920.0,240895.0
2021-08-26,33169.0,51274.0,250927.0
2021-08-27,24922.0,41809.0,218783.0
2021-08-28,3774.0,5738.0,45984.0
2021-08-29,3569.0,4545.0,41412.0
2021-08-30,27961.0,47752.0,219366.0
2021-08-31,33490.0,57361.0,245221.0
2021-09-01,31084.0,56372.0,249673.0
2021-09-02,34132.0,53394.0,244138.0
2021-09-03,26998.0,42677.0,180498.0
2021-09-04,4670.0,4419.0,33924.0
2021-09-05,3714.0,4480.0,19545.0
2021-09-06,21190.0,31583.0,89942.0
2021-09-07,31782.0,49965.0,206837.0
2021-09-08,31286.0,55087.0,275184.0
2021-09-09,34308.0,57690.0,251924.0
2021-09-10,31987.0,51763.0,220884.0
2021-09-11,5148.0,5847.0,38862.0
2021-09-12,3945.0,4770.0,31253.0
2021-09-13,34106.0,56283.0,224138.0
2021-09-14,38489.0,57743.0,252200.0
